seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	8080405	8080509	105	*	X12167	84314	8076297	8079714	3418	-	690	upstream	690	TMEM107
chr17	8113663	8113737	75	*	X12169	9212	8108049	8113944	5896	-	0	inside	206	AURKB
chr17	8151374	8151493	120	*	X12172	5198	8152596	8173809	21214	+	1102	upstream	1102	PFAS
chr17	8151374	8151493	120	*	X12172	80169	8128139	8151413	23275	-	0	overlapStart	0	CTC1
chr17	8279913	8280062	150	*	X12174	124751	8271973	8280029	8057	-	0	overlapStart	0	KRBA2
chr17	8339045	8339134	90	*	X12175	81565	8339170	8371495	32326	+	35	upstream	35	NDEL1
chr17	8533717	8533956	240	*	X12179	4628	8377523	8534079	156557	-	0	inside	122	MYH10
chr17	8533987	8534121	135	*	X12180	4628	8377523	8534079	156557	-	0	overlapStart	0	MYH10
chr17	8649180	8649314	135	*	X12183	146849	8633246	8648154	14909	-	1025	upstream	1025	CCDC42
chr17	8649321	8649524	204	*	X12184	146849	8633246	8648154	14909	-	1166	upstream	1166	CCDC42
chr17	8650020	8650094	75	*	X12185	146849	8633246	8648154	14909	-	1865	upstream	1865	CCDC42
chr17	8924038	8924127	90	*	X12187	9423	8924859	9147317	222459	+	731	upstream	731	NTN1
chr17	9478931	9479020	90	*	X12195	146845	9479944	9546776	66833	+	923	upstream	923	CFAP52
chr17	9478931	9479020	90	*	X12195	9482	9153788	9479275	325488	-	0	inside	254	STX8
chr17	9479741	9479860	120	*	X12196	146845	9479944	9546776	66833	+	83	upstream	83	CFAP52
chr17	9479741	9479860	120	*	X12196	9482	9153788	9479275	325488	-	465	upstream	465	STX8
chr17	9547887	9548051	165	*	X12197	124739	9548580	9633003	84424	+	528	upstream	528	USP43
chr17	9548697	9548861	165	*	X12198	124739	9548580	9633003	84424	+	0	inside	116	USP43
chr17	10102193	10102342	150	*	X12201	8522	9813926	10101868	287943	-	324	upstream	324	GAS7
chr17	10601693	10601782	90	*	X12205	6341	10583649	10600885	17237	-	807	upstream	807	SCO1
chr17	10634621	10634836	216	*	X12206	388335	10616639	10633646	17008	-	974	upstream	974	TMEM220
chr17	11143366	11143419	54	*	X12208	388336	11144740	11467380	322641	+	1320	upstream	1320	SHISA6
chr17	11143495	11143599	105	*	X12209	388336	11144740	11467380	322641	+	1140	upstream	1140	SHISA6
chr17	11143700	11143819	120	*	X12210	388336	11144740	11467380	322641	+	920	upstream	920	SHISA6
chr17	11144735	11144749	15	*	X12211	388336	11144740	11467380	322641	+	0	overlapStart	0	SHISA6
chr17	11901048	11901152	105	*	X12219	7566	11880762	11900785	20024	-	262	upstream	262	ZNF18
chr17	11924283	11924477	195	*	X12220	6416	11924135	12047051	122917	+	0	inside	147	MAP2K4
chr17	13972491	13972610	120	*	X12222	1352	13972719	14111996	139278	+	108	upstream	108	COX10
chr17	13972491	13972610	120	*	X12222	100874058	13932609	13972775	40167	-	0	inside	164	COX10-AS1
chr17	14203865	14203969	105	*	X12223	9953	14204506	14249492	44987	+	536	upstream	536	HS3ST3B1
chr17	16284514	16284768	255	*	X12226	7314	16284367	16286054	1688	+	0	inside	146	UBB
chr17	16557155	16557274	120	*	X12229	57547	16524048	16557167	33120	-	0	overlapStart	0	ZNF624
chr17	16945400	16945534	135	*	X12230	23164	16946074	17095962	149889	+	539	upstream	539	MPRIP
chr17	17140041	17140235	195	*	X12235	201163	17115527	17140502	24976	-	0	inside	266	FLCN
chr17	17140041	17140235	195	*	X12235	201164	17104309	17140502	36194	-	0	inside	266	PLD6
chr17	17380211	17380223	13	*	X12237	55090	17380300	17396534	16235	+	76	upstream	76	MED9
chr17	17399612	17399798	187	*	X12239	51655	17397753	17399709	1957	-	0	overlapStart	0	RASD1
chr17	17494626	17494730	105	*	X12241	10400	17408877	17495017	86141	-	0	inside	286	PEMT
chr17	17684223	17684312	90	*	X12249	140771	17680000	17682843	2844	-	1379	upstream	1379	SMCR5
chr17	17740270	17740404	135	*	X12262	6720	17714663	17740325	25663	-	0	overlapStart	0	SREBF1
chr17	17875149	17875388	240	*	X12264	83450	17876127	17920189	44063	+	738	upstream	738	DRC3
chr17	17875569	17875883	315	*	X12265	83450	17876127	17920189	44063	+	243	upstream	243	DRC3
chr17	17875569	17875883	315	*	X12265	146691	17746822	17875784	128963	-	0	overlapStart	0	TOM1L2
chr17	17942842	17942976	135	*	X12266	79018	17942611	17971718	29108	+	0	inside	230	GID4
chr17	17942842	17942976	135	*	X12266	91647	17918373	17942480	24108	-	361	upstream	361	ATPAF2
chr17	17943262	17943411	150	*	X12267	91647	17918373	17942480	24108	-	781	upstream	781	ATPAF2
chr17	17943862	17944056	195	*	X12268	91647	17918373	17942480	24108	-	1381	upstream	1381	ATPAF2
chr17	18129125	18129319	195	*	X12270	3996	18128936	18148188	19253	+	0	inside	188	LLGL1
chr17	18162019	18162123	105	*	X12272	125170	18163848	18169095	5248	+	1724	upstream	1724	MIEF2
chr17	18162019	18162123	105	*	X12272	2314	18148131	18162230	14100	-	0	inside	106	FLII
chr17	18218337	18218456	120	*	X12274	140775	18218594	18231370	12777	+	137	upstream	137	SMCR8
chr17	18218337	18218456	120	*	X12274	7156	18177235	18218321	41087	-	15	upstream	15	TOP3A
chr17	19140671	19140742	72	*	X12284	22905	19140690	19240028	99339	+	0	overlapStart	0	EPN2
chr17	19140840	19141094	255	*	X12285	22905	19140690	19240028	99339	+	0	inside	149	EPN2
chr17	19280197	19280311	115	*	X12288	5598	19281034	19286857	5824	+	722	upstream	722	MAPK7
chr17	19281023	19281247	225	*	X12289	5598	19281034	19286857	5824	+	0	overlapStart	0	MAPK7
chr17	19281023	19281247	225	*	X12289	27077	19240867	19281495	40629	-	0	inside	247	B9D1
chr17	19281902	19282021	120	*	X12290	27077	19240867	19281495	40629	-	406	upstream	406	B9D1
chr17	19290182	19290346	165	*	X12292	4239	19286755	19290532	3778	-	0	inside	185	MFAP4
chr17	19290362	19290601	240	*	X12293	4239	19286755	19290532	3778	-	0	overlapStart	0	MFAP4
chr17	19291082	19291306	225	*	X12294	4239	19286755	19290532	3778	-	549	upstream	549	MFAP4
chr17	19881105	19881224	120	*	X12297	11216	19807765	19881169	73405	-	0	overlapStart	0	AKAP10
chr17	21029307	21029441	135	*	X12309	25979	21030241	21095285	65045	+	799	upstream	799	DHRS7B
chr17	21156771	21156847	77	*	X12312	256302	21142184	21156578	14395	-	192	upstream	192	NATD1
chr17	21187838	21188032	195	*	X12314	5606	21187968	21218551	30584	+	0	overlapStart	0	MAP2K3
chr17	21188213	21188362	150	*	X12315	5606	21187968	21218551	30584	+	0	inside	244	MAP2K3
chr17	21279908	21279997	90	*	X12320	3768	21279699	21323179	43481	+	0	inside	208	KCNJ12
chr17	26220200	26220289	90	*	X12335	201229	26205340	26220409	15070	-	0	inside	119	LYRM9
chr17	26220200	26220289	90	*	X12335	4843	26083792	26220409	136618	-	0	inside	119	NOS2
chr17	26368047	26368196	150	*	X12336	51701	26369688	26523404	153717	+	1491	upstream	1491	NLK
chr17	26368887	26369021	135	*	X12337	51701	26369688	26523404	153717	+	666	upstream	666	NLK
chr17	26369187	26369321	135	*	X12338	51701	26369688	26523404	153717	+	366	upstream	366	NLK
chr17	26683188	26683209	22	*	X12343	147007	26684687	26689089	4403	+	1477	upstream	1477	TMEM199
chr17	26683188	26683209	22	*	X12343	23098	26684687	26728065	43379	+	1477	upstream	1477	SARM1
chr17	26698366	26698620	255	*	X12344	7448	26694299	26697373	3075	-	992	upstream	992	VTN
chr17	26698828	26698902	75	*	X12345	7448	26694299	26697373	3075	-	1454	upstream	1454	VTN
chr17	26733304	26733438	135	*	X12347	113235	26721661	26733230	11570	-	73	upstream	73	SLC46A1
chr17	26879218	26879352	135	*	X12348	9094	26873725	26879646	5922	-	0	inside	293	UNC119
chr17	26879586	26879780	195	*	X12349	9094	26873725	26879646	5922	-	0	overlapStart	0	UNC119
chr17	26925631	26925735	105	*	X12352	100506436	26926151	26944395	18245	+	415	upstream	415	SPAG5-AS1
chr17	26971704	26971988	285	*	X12353	9703	26941458	26972177	30720	-	0	inside	188	KIAA0100
chr17	26973797	26973901	105	*	X12354	9703	26941458	26972177	30720	-	1619	upstream	1619	KIAA0100
chr17	26988598	26988747	150	*	X12355	6830	26989302	27029249	39948	+	554	upstream	554	SUPT6H
chr17	26989484	26989543	60	*	X12356	6830	26989302	27029249	39948	+	0	inside	181	SUPT6H
chr17	26989484	26989543	60	*	X12356	6388	26975374	26989207	13834	-	276	upstream	276	SDF2
chr17	27038477	27038611	135	*	X12359	147011	27030534	27038872	8339	-	0	inside	260	PROCA1
chr17	27038717	27038836	120	*	X12360	147011	27030534	27038872	8339	-	0	inside	35	PROCA1
chr17	27044851	27045000	150	*	X12362	100861437	27043011	27044908	1898	-	0	overlapStart	0	NA
chr17	27044851	27045000	150	*	X12362	83871	27041299	27045286	3988	-	0	inside	285	RAB34
chr17	27044851	27045000	150	*	X12362	6147	27047000	27051374	4375	+	1999	upstream	1999	RPL23A
chr17	27045211	27045255	45	*	X12363	100861437	27043011	27044908	1898	-	302	upstream	302	NA
chr17	27045211	27045255	45	*	X12363	83871	27041299	27045286	3988	-	0	inside	30	RAB34
chr17	27045211	27045255	45	*	X12363	6147	27047000	27051374	4375	+	1744	upstream	1744	RPL23A
chr17	27047222	27047326	105	*	X12364	83871	27041299	27045286	3988	-	1935	upstream	1935	RAB34
chr17	27047222	27047326	105	*	X12364	6147	27047000	27051374	4375	+	0	inside	221	RPL23A
chr17	27047222	27047326	105	*	X12364	26808	27047568	27047634	67	+	241	upstream	241	SNORD42B
chr17	27054178	27054312	135	*	X12366	116238	27051366	27053949	2584	-	228	upstream	228	TLCD1
chr17	27054178	27054312	135	*	X12366	284086	27055832	27069784	13953	+	1519	upstream	1519	NEK8
chr17	27055558	27055647	90	*	X12367	116238	27051366	27053949	2584	-	1608	upstream	1608	TLCD1
chr17	27055558	27055647	90	*	X12367	284086	27055832	27069784	13953	+	184	upstream	184	NEK8
chr17	27055751	27055855	105	*	X12368	116238	27051366	27053949	2584	-	1801	upstream	1801	TLCD1
chr17	27055751	27055855	105	*	X12368	284086	27055832	27069784	13953	+	0	overlapStart	0	NEK8
chr17	27055886	27055975	90	*	X12369	116238	27051366	27053949	2584	-	1936	upstream	1936	TLCD1
chr17	27055886	27055975	90	*	X12369	284086	27055832	27069784	13953	+	0	inside	53	NEK8
chr17	27070500	27070589	90	*	X12370	9618	27071023	27077976	6954	+	433	upstream	433	TRAF4
chr17	27070920	27071009	90	*	X12371	9618	27071023	27077976	6954	+	13	upstream	13	TRAF4
chr17	27071274	27071438	165	*	X12372	9618	27071023	27077976	6954	+	0	inside	250	TRAF4
chr17	27169466	27169555	90	*	X12378	55731	27082996	27169841	86846	-	0	inside	285	FAM222B
chr17	27169565	27169654	90	*	X12379	55731	27082996	27169841	86846	-	0	inside	186	FAM222B
chr17	27224398	27224502	105	*	X12381	2319	27206357	27224715	18359	-	0	inside	212	FLOT2
chr17	27278390	27278479	90	*	X12385	57649	27232271	27278508	46238	-	0	inside	28	PHF12
chr17	27507154	27507288	135	*	X12391	399687	27400528	27507407	106880	-	0	inside	118	MYO18A
chr17	27717334	27717498	165	*	X12395	100616122	27717680	27717748	69	+	181	upstream	181	MIR4523
chr17	27717334	27717498	165	*	X12395	57551	27717943	27878921	160979	+	444	upstream	444	TAOK1
chr17	27718099	27718323	225	*	X12396	57551	27717943	27878921	160979	+	0	inside	155	TAOK1
chr17	27894097	27894190	94	*	X12397	90313	27895739	27900175	4437	+	1548	upstream	1548	TP53I13
chr17	27894097	27894190	94	*	X12397	116236	27887689	27894042	6354	-	54	upstream	54	ABHD15
chr17	27895171	27895305	135	*	X12398	90313	27895739	27900175	4437	+	433	upstream	433	TP53I13
chr17	27895171	27895305	135	*	X12398	116236	27887689	27894042	6354	-	1128	upstream	1128	ABHD15
chr17	27895591	27895785	195	*	X12399	90313	27895739	27900175	4437	+	0	overlapStart	0	TP53I13
chr17	27895591	27895785	195	*	X12399	116236	27887689	27894042	6354	-	1548	upstream	1548	ABHD15
chr17	27916174	27916278	105	*	X12400	124930	27916801	27941779	24979	+	522	upstream	522	ANKRD13B
chr17	27917466	27917580	115	*	X12401	28964	27900487	27916610	16124	-	855	upstream	855	GIT1
chr17	27918111	27918200	90	*	X12402	28964	27900487	27916610	16124	-	1500	upstream	1500	GIT1
chr17	27918462	27918551	90	*	X12403	28964	27900487	27916610	16124	-	1851	upstream	1851	GIT1
chr17	27949306	27949425	120	*	X12414	84940	27941774	27948441	6668	-	864	upstream	864	CORO6
chr17	28256779	28256913	135	*	X12418	374786	28256874	28435470	178597	+	0	overlapStart	0	EFCAB5
chr17	28256779	28256913	135	*	X12418	85464	27952965	28257018	304054	-	0	inside	104	SSH2
chr17	28256959	28257273	315	*	X12419	374786	28256874	28435470	178597	+	0	inside	84	EFCAB5
chr17	28256959	28257273	315	*	X12419	85464	27952965	28257018	304054	-	0	overlapStart	0	SSH2
chr17	28257404	28257568	165	*	X12420	85464	27952965	28257018	304054	-	385	upstream	385	SSH2
chr17	28703966	28704010	45	*	X12421	1362	28705942	28796675	90734	+	1931	upstream	1931	CPD
chr17	28804659	28804823	165	*	X12422	9527	28804426	28853832	49407	+	0	inside	232	GOSR1
chr17	29034541	29034750	210	*	X12427	440423	29036626	29097068	60443	+	1875	upstream	1875	SUZ12P1
chr17	29035366	29035485	120	*	X12428	440423	29036626	29097068	60443	+	1140	upstream	1140	SUZ12P1
chr17	29035561	29035650	90	*	X12429	440423	29036626	29097068	60443	+	975	upstream	975	SUZ12P1
chr17	29036420	29036505	86	*	X12430	440423	29036626	29097068	60443	+	120	upstream	120	SUZ12P1
chr17	29151088	29151492	405	*	X12436	51379	29109702	29151778	42077	-	0	inside	285	CRLF3
chr17	29151733	29151807	75	*	X12437	51379	29109702	29151778	42077	-	0	overlapStart	0	CRLF3
chr17	29421669	29421803	135	*	X12439	4763	29421945	29708905	286961	+	141	upstream	141	NF1
chr17	29421669	29421803	135	*	X12439	100616266	29421368	29421443	76	-	225	upstream	225	MIR4733
chr17	29422002	29422196	195	*	X12440	4763	29421945	29708905	286961	+	0	inside	56	NF1
chr17	29422002	29422196	195	*	X12440	100616266	29421368	29421443	76	-	558	upstream	558	MIR4733
chr17	29422509	29422703	195	*	X12441	100616266	29421368	29421443	76	-	1065	upstream	1065	MIR4733
chr17	29718376	29718480	105	*	X12443	84440	29718642	29865232	146591	+	161	upstream	161	RAB11FIP4
chr17	29718548	29718561	14	*	X12444	84440	29718642	29865232	146591	+	80	upstream	80	RAB11FIP4
chr17	29886136	29886270	135	*	X12450	406968	29887015	29887102	88	+	744	upstream	744	MIR193A
chr17	30185952	30186056	105	*	X12454	55352	30178884	30186326	7443	-	0	inside	269	COPRS
chr17	30186357	30186446	90	*	X12455	55352	30178884	30186326	7443	-	30	upstream	30	COPRS
chr17	30228429	30228548	120	*	X12456	55813	30190190	30228729	38540	-	0	inside	180	UTP6
chr17	30228929	30229018	90	*	X12457	55813	30190190	30228729	38540	-	199	upstream	199	UTP6
chr17	30264287	30264466	180	*	X12458	23512	30264044	30328057	64014	+	0	inside	242	SUZ12
chr17	30333885	30333974	90	*	X12459	114659	30335037	30380519	45483	+	1062	upstream	1062	LRRC37B
chr17	30334072	30334206	135	*	X12460	114659	30335037	30380519	45483	+	830	upstream	830	LRRC37B
chr17	30334440	30334574	135	*	X12461	114659	30335037	30380519	45483	+	462	upstream	462	LRRC37B
chr17	30335085	30335219	135	*	X12462	114659	30335037	30380519	45483	+	0	inside	47	LRRC37B
chr17	30469691	30469840	150	*	X12464	55288	30469473	30552746	83274	+	0	inside	217	RHOT1
chr17	30593194	30593238	45	*	X12466	162494	30593195	30651680	58486	+	0	overlapStart	0	RHBDL3
chr17	30668931	30669050	120	*	X12468	64149	30655460	30669228	13769	-	0	inside	177	C17orf75
chr17	30770716	30770835	120	*	X12470	5717	30771481	30810337	38857	+	645	upstream	645	PSMD11
chr17	30771237	30771371	135	*	X12471	5717	30771481	30810337	38857	+	109	upstream	109	PSMD11
chr17	30813501	30813576	76	*	X12474	8851	30814105	30818271	4167	+	528	upstream	528	CDK5R1
chr17	30813666	30813770	105	*	X12475	8851	30814105	30818271	4167	+	334	upstream	334	CDK5R1
chr17	30814386	30814505	120	*	X12476	8851	30814105	30818271	4167	+	0	inside	280	CDK5R1
chr17	31204146	31204235	90	*	X12480	4642	30819628	31203902	384275	-	243	upstream	243	MYO1D
chr17	31255097	31255156	60	*	X12482	26022	31254928	31268667	13740	+	0	inside	168	TMEM98
chr17	32906452	32906631	180	*	X12494	124842	32907768	32966337	58570	+	1136	upstream	1136	TMEM132E
chr17	32906452	32906631	180	*	X12494	400591	32901142	32906388	5247	-	63	upstream	63	C17orf102
chr17	32907865	32907924	60	*	X12495	124842	32907768	32966337	58570	+	0	inside	96	TMEM132E
chr17	32907865	32907924	60	*	X12495	400591	32901142	32906388	5247	-	1476	upstream	1476	C17orf102
chr17	33415933	33416067	135	*	X12498	117584	33336131	33416348	80218	-	0	inside	280	RFFL
chr17	33416216	33416335	120	*	X12499	117584	33336131	33416348	80218	-	0	inside	12	RFFL
chr17	33446786	33446860	75	*	X12500	54752	33448631	33457751	9121	+	1770	upstream	1770	FNDC8
chr17	33569562	33569651	90	*	X12501	162394	33570086	33594761	24676	+	434	upstream	434	SLFN5
chr17	33700705	33700869	165	*	X12507	91607	33677329	33700720	23392	-	0	overlapStart	0	SLFN11
chr17	33905319	33905438	120	*	X12510	5193	33901814	33905656	3843	-	0	inside	217	PEX12
chr17	34058918	34058976	59	*	X12513	91608	34058679	34070540	11862	+	0	inside	238	RASL10B
chr17	34122604	34122708	105	*	X12517	79148	34083269	34122640	39372	-	0	overlapStart	0	MMP28
chr17	34136671	34136790	120	*	X12518	8148	34136459	34174246	37788	+	0	inside	211	TAF15
chr17	34841694	34841723	30	*	X12521	9326	34842473	34855154	12682	+	749	upstream	749	ZNHIT3
chr17	34842654	34842803	150	*	X12522	9326	34842473	34855154	12682	+	0	inside	180	ZNHIT3
chr17	34900596	34900760	165	*	X12523	79893	34900737	34946276	45540	+	0	overlapStart	0	GGNBP2
chr17	34957990	34958079	90	*	X12528	79922	34958025	34965407	7383	+	0	overlapStart	0	MRM1
chr17	35293158	35293247	90	*	X12536	3975	35294772	35301915	7144	+	1524	upstream	1524	LHX1
chr17	35294733	35294837	105	*	X12537	3975	35294772	35301915	7144	+	0	overlapStart	0	LHX1
chr17	35305593	35305667	75	*	X12539	26574	35306175	35414171	107997	+	507	upstream	507	AATF
chr17	35767137	35767355	219	*	X12544	6871	35766977	35837226	70250	+	0	inside	159	TADA2A
chr17	35767137	35767355	219	*	X12544	31	35441927	35766902	324976	-	234	upstream	234	ACACA
chr17	35850061	35850195	135	*	X12545	11072	35849951	35873588	23638	+	0	inside	109	DUSP14
chr17	35969210	35969359	150	*	X12547	11276	35874900	35969486	94587	-	0	inside	126	SYNRG
chr17	36507811	36507960	150	*	X12552	30837	36508007	36561846	53840	+	46	upstream	46	SOCS7
chr17	36507976	36508065	90	*	X12553	30837	36508007	36561846	53840	+	0	overlapStart	0	SOCS7
chr17	36583934	36584118	185	*	X12560	57636	36584720	36668628	83909	+	601	upstream	601	ARHGAP23
chr17	36584254	36584373	120	*	X12561	57636	36584720	36668628	83909	+	346	upstream	346	ARHGAP23
chr17	36584560	36584679	120	*	X12562	57636	36584720	36668628	83909	+	40	upstream	40	ARHGAP23
chr17	36584965	36585144	180	*	X12563	57636	36584720	36668628	83909	+	0	inside	244	ARHGAP23
chr17	36762237	36762386	150	*	X12591	80725	36686259	36762183	75925	-	53	upstream	53	SRCIN1
chr17	36762552	36762746	195	*	X12592	80725	36686259	36762183	75925	-	368	upstream	368	SRCIN1
chr17	36762882	36763121	240	*	X12593	80725	36686259	36762183	75925	-	698	upstream	698	SRCIN1
chr17	36831755	36831755	1	*	X12597	100170841	36827959	36831187	3229	-	567	upstream	567	EPOP
chr17	36858635	36858664	30	*	X12599	100616203	36858515	36858584	70	-	50	upstream	50	MIR4734
chr17	36861063	36861122	60	*	X12600	4302	36861873	36886056	24184	+	750	upstream	750	MLLT6
chr17	36861438	36861445	8	*	X12601	4302	36861873	36886056	24184	+	427	upstream	427	MLLT6
chr17	36861513	36861856	344	*	X12602	4302	36861873	36886056	24184	+	16	upstream	16	MLLT6
chr17	36861992	36862141	150	*	X12603	4302	36861873	36886056	24184	+	0	inside	118	MLLT6
chr17	36885730	36885784	55	*	X12604	284106	36886510	36891858	5349	+	725	upstream	725	CISD3
chr17	36886601	36886735	135	*	X12605	284106	36886510	36891858	5349	+	0	inside	90	CISD3
chr17	36904514	36904588	75	*	X12609	7703	36890150	36904561	14412	-	0	overlapStart	0	PCGF2
chr17	36904628	36904900	273	*	X12610	7703	36890150	36904561	14412	-	66	upstream	66	PCGF2
chr17	36905258	36905347	90	*	X12611	7703	36890150	36904561	14412	-	696	upstream	696	PCGF2
chr17	36907402	36907566	165	*	X12612	5691	36909002	36920478	11477	+	1435	upstream	1435	PSMB3
chr17	36907793	36907912	120	*	X12613	5691	36909002	36920478	11477	+	1089	upstream	1089	PSMB3
chr17	36909098	36909232	135	*	X12614	5691	36909002	36920478	11477	+	0	inside	95	PSMB3
chr17	36955675	36955929	255	*	X12616	8396	36921944	36956158	34215	-	0	inside	228	PIP4K2B
chr17	36981066	36981425	360	*	X12617	100616416	36982091	36982145	55	+	665	upstream	665	MIR4727
chr17	36981066	36981425	360	*	X12617	54883	36956687	36981608	24922	-	0	inside	182	CWC25
chr17	37009962	37010051	90	*	X12618	619505	37009116	37009248	133	-	713	upstream	713	SNORA21
chr17	37009962	37010051	90	*	X12618	9349	37006321	37010053	3733	-	0	inside	1	RPL23
chr17	37025090	37025239	150	*	X12620	3927	37026112	37078023	51912	+	872	upstream	872	LASP1
chr17	37025833	37026034	202	*	X12621	3927	37026112	37078023	51912	+	77	upstream	77	LASP1
chr17	37026080	37026214	135	*	X12622	3927	37026112	37078023	51912	+	0	overlapStart	0	LASP1
chr17	37353674	37353808	135	*	X12638	782	37329709	37353956	24248	-	0	inside	147	CACNB1
chr17	37353895	37354014	120	*	X12639	782	37329709	37353956	24248	-	0	overlapStart	0	CACNB1
chr17	37354152	37354256	105	*	X12640	782	37329709	37353956	24248	-	195	upstream	195	CACNB1
chr17	37356687	37356866	180	*	X12641	6143	37356536	37360980	4445	+	0	inside	150	RPL19
chr17	37382039	37382158	120	*	X12643	342667	37366789	37382040	15252	-	0	overlapStart	0	STAC2
chr17	37382335	37382349	15	*	X12644	342667	37366789	37382040	15252	-	294	upstream	294	STAC2
chr17	37557941	37558060	120	*	X12648	84961	37408897	37557909	149013	-	31	upstream	31	FBXL20
chr17	37558191	37558280	90	*	X12649	84961	37408897	37557909	149013	-	281	upstream	281	FBXL20
chr17	37558491	37558580	90	*	X12650	84961	37408897	37557909	149013	-	581	upstream	581	FBXL20
chr17	37558766	37558885	120	*	X12651	84961	37408897	37557909	149013	-	856	upstream	856	FBXL20
chr17	37607179	37607298	120	*	X12652	5469	37560538	37607527	46990	-	0	inside	228	MED1
chr17	37793413	37793487	75	*	X12667	10948	37793333	37820454	27122	+	0	inside	79	STARD3
chr17	37824457	37824732	276	*	X12669	5409	37824234	37826728	2495	+	0	inside	222	PNMT
chr17	37844012	37844146	135	*	X12670	2064	37844393	37884915	40523	+	246	upstream	246	ERBB2
chr17	37844012	37844146	135	*	X12670	93210	37827375	37844310	16936	-	0	inside	163	PGAP3
chr17	37886565	37886684	120	*	X12674	84299	37885409	37886788	1380	-	0	inside	103	MIEN1
chr17	37887075	37887179	105	*	X12675	84299	37885409	37886788	1380	-	286	upstream	286	MIEN1
chr17	38020168	38020257	90	*	X12680	22806	37913968	38020441	106474	-	0	inside	183	IKZF3
chr17	38083475	38083684	210	*	X12682	94103	38077296	38083884	6589	-	0	inside	199	ORMDL3
chr17	38257108	38257287	180	*	X12702	9572	38249037	38256978	7942	-	129	upstream	129	NR1D1
chr17	38277926	38278150	225	*	X12707	339287	38278790	38293045	14256	+	639	upstream	639	MSL1
chr17	38278438	38278542	105	*	X12708	339287	38278790	38293045	14256	+	247	upstream	247	MSL1
chr17	38278551	38278826	276	*	X12709	339287	38278790	38293045	14256	+	0	overlapStart	0	MSL1
chr17	38296466	38296600	135	*	X12713	22794	38296507	38328431	31925	+	0	overlapStart	0	CASC3
chr17	38333654	38333773	120	*	X12715	51195	38334242	38351906	17665	+	468	upstream	468	RAPGEFL1
chr17	38334193	38334522	330	*	X12716	51195	38334242	38351906	17665	+	0	overlapStart	0	RAPGEFL1
chr17	38375591	38375710	120	*	X12717	147179	38375574	38438439	62866	+	0	inside	16	WIPF2
chr17	38375786	38375935	150	*	X12718	147179	38375574	38438439	62866	+	0	inside	211	WIPF2
chr17	38463915	38464002	88	*	X12720	5914	38465423	38566941	101519	+	1420	upstream	1420	RARA
chr17	38599501	38599635	135	*	X12732	3487	38599676	38613982	14307	+	40	upstream	40	IGFBP4
chr17	38803769	38803888	120	*	X12740	6605	38783976	38804103	20128	-	0	inside	214	SMARCE1
chr17	39381932	39381976	45	*	X12746	83899	39382900	39383904	1005	+	923	upstream	923	KRTAP9-2
chr17	39942860	39942904	45	*	X12764	3728	39679869	39942964	263096	-	0	inside	59	JUP
chr17	39967520	39967639	120	*	X12765	60681	39968962	39979469	10508	+	1322	upstream	1322	FKBP10
chr17	39968524	39968628	105	*	X12766	60681	39968962	39979469	10508	+	333	upstream	333	FKBP10
chr17	39968524	39968628	105	*	X12766	10609	39958205	39968855	10651	-	0	inside	226	P3H4
chr17	39969034	39969108	75	*	X12767	60681	39968962	39979469	10508	+	0	inside	71	FKBP10
chr17	39969034	39969108	75	*	X12767	10609	39958205	39968855	10651	-	178	upstream	178	P3H4
chr17	39969200	39969304	105	*	X12768	60681	39968962	39979469	10508	+	0	inside	237	FKBP10
chr17	39969200	39969304	105	*	X12768	10609	39958205	39968855	10651	-	344	upstream	344	P3H4
chr17	39992524	39992643	120	*	X12769	317719	39994043	40004599	10557	+	1399	upstream	1399	KLHL10
chr17	39992524	39992643	120	*	X12769	115024	39981334	39992523	11190	-	0	upstream	0	NT5C3B
chr17	40074916	40075020	105	*	X12771	47	40023179	40075272	52094	-	0	inside	251	ACLY
chr17	40075531	40075650	120	*	X12772	47	40023179	40075272	52094	-	258	upstream	258	ACLY
chr17	40076121	40076225	105	*	X12773	47	40023179	40075272	52094	-	848	upstream	848	ACLY
chr17	40118630	40118749	120	*	X12774	1267	40118759	40129754	10996	+	9	upstream	9	CNP
chr17	40169234	40169323	90	*	X12776	28511	40169594	40177656	8063	+	270	upstream	270	NKIRAS2
chr17	40264552	40264671	120	*	X12786	79132	40253422	40264751	11330	-	0	inside	79	DHX58
chr17	40272889	40272993	105	*	X12788	94086	40274756	40275371	616	+	1762	upstream	1762	HSPB9
chr17	40273579	40273683	105	*	X12789	94086	40274756	40275371	616	+	1072	upstream	1072	HSPB9
chr17	40273579	40273683	105	*	X12789	2648	40265129	40273382	8254	-	196	upstream	196	KAT2A
chr17	40306807	40307031	225	*	X12790	5878	40276994	40307062	30069	-	0	inside	30	RAB5C
chr17	40335235	40335254	20	*	X12792	23415	40308910	40333296	24387	-	1938	upstream	1938	KCNH4
chr17	40428249	40428368	120	*	X12794	6777	40351195	40428424	77230	-	0	inside	55	STAT5B
chr17	40540662	40540691	30	*	X12798	6774	40465343	40540513	75171	-	148	upstream	148	STAT3
chr17	40575745	40575771	27	*	X12802	284119	40554467	40575338	20872	-	406	upstream	406	CAVIN1
chr17	40713952	40714056	105	*	X12804	80347	40714092	40718299	4208	+	35	upstream	35	COASY
